ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,Sex,Age,AgeCategory,PrimaryOrMetastasis,SampleCollectionSite,ModelType,GrowthPattern,TissueOrigin
ACH-001560,Mero-83,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO,Male,,Unknown,Primary,pleural_effusion,Cell Line,Adherent,
ACH-001562,Mero-95,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO,Male,,Unknown,Primary,pleural_effusion,Cell Line,Adherent,
ACH-001571,Mo,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,HCL,Male,33.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001573,MOLM-1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1,Male,41.0,Adult,Metastatic,bone_marrow,Cell Line,Suspension,
ACH-001574,MOLM-14,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,20.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001577,MUTZ-8,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Female,63.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001578,NCCIT,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA,Male,24.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-001591,NCI-H1417,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Female,61.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-001598,NCI-H295R,Adrenal Gland,Adrenocortical Carcinoma,Adrenocortical Carcinoma,ACC,Female,48.0,Adult,Primary,autonomic_ganglia,Cell Line,Adherent,
ACH-001606,no.11,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Female,64.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001608,NP 2,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,63.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001609,NP 3,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,64.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001610,NP 5,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,27.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001611,NP 8,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Female,38.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001618,OCI-M2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Unknown,56.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001619,OCUG-1,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",GBAD,Male,43.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-001622,Onda 7,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,51.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001623,Onda 8,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Female,31.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001624,Onda 9,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,58.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001636,Ramos,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,NHL,Male,3.0,Pediatric,Primary,ascites,Cell Line,Suspension,
ACH-001641,SAT,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC,Unknown,,Unknown,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001642,SCC-3,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN,Female,20.0,Adult,Primary,pleural_effusion,Cell Line,Suspension,
ACH-001647,SHI-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,37.0,Adult,Metastatic,bone_marrow,Cell Line,Suspension,
ACH-001649,Shmac 5,Prostate,Non-Cancerous,"Immortalized Epithelial Cells, Prostate",,Male,,Unknown,Primary,prostate,Cell Line,Adherent,
ACH-001656,SKNO-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,22.0,Adult,Metastatic,bone_marrow,Cell Line,Suspension,
ACH-001662,SNU-2372,Breast,Invasive Breast Carcinoma,"Breast Invasive Cancer, NOS",BRCANOS,Female,55.0,Adult,Primary,pleural_effusion,Cell Line,Adherent,
ACH-001667,SU-CCS-1,Soft Tissue,Clear Cell Sarcoma,Clear Cell Sarcoma,CCS,Female,16.0,Pediatric,Primary,pleural_effusion,Cell Line,Suspension,
ACH-001668,SUSA,Testis,Non-Seminomatous Germ Cell Tumor,Teratoma,TT,Male,30.0,Adult,Primary,Embryonal,Cell Line,Adherent,
ACH-001669,TANOUE,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Male,11.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001670,TASK1,CNS/Brain,Embryonal Tumor,Primitive Neuroectodermal Tumor,PNET,Female,21.0,Adult,Primary,central_nervous_system,Cell Line,Suspension,
ACH-001671,Tera-1,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA,Male,47.0,Adult,Metastatic,Embryonal,Cell Line,Adherent,
ACH-001674,TGW,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Male,1.0,Pediatric,Primary,autonomic_ganglia,Cell Line,Adherent,
ACH-001675,TR146,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Female,67.0,Adult,Primary,lymph_node,Cell Line,Suspension,
ACH-001676,Ty-82,Head and Neck,"Head and Neck Carcinoma, Other",NUT Midline Carcinoma of the Head and Neck,NMCHN,Female,22.0,Adult,Primary,Thymus,Cell Line,Suspension,
ACH-001677,U-2904,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,Male,59.0,Adult,Primary,pleural_effusion,Cell Line,Suspension,
ACH-001680,U-698-M,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,NHL,Male,7.0,Pediatric,Metastatic,upper_aerodigestive_tract,Cell Line,Suspension,
ACH-001683,ACC-3133,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC,Female,52.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-001684,UCSD-AML1,Myeloid,Acute Myeloid Leukemia,"AML, NOS",AMLNOS,Female,73.0,Adult,Metastatic,bone_marrow,Cell Line,Suspension,
ACH-001685,U-HO1,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL,Male,23.0,Adult,Primary,pleural_effusion,Cell Line,Suspension,
ACH-001691,UPCI-SCC-029A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,84.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001693,UPCI-SCC-072,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Female,61.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001694,UPCI-SCC-074,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Female,51.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001695,UPCI-SCC-099,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,52.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001696,UPCI-SCC-111,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Female,69.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001697,UPCI-SCC-114,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,71.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001699,UPCI-SCC-131,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,73.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001700,UPCI-SCC-172,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oropharynx Squamous Cell Carcinoma,OPHSC,Male,68.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001701,UPCI-SCC-200,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,74.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001702,VA-ES-BJ,Soft Tissue,Epithelioid Sarcoma,Epithelioid Sarcoma,EPIS,Male,41.0,Adult,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-001703,VAL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,Female,50.0,Adult,Metastatic,bone_marrow,Cell Line,Suspension,
ACH-001704,VMRC-MELG,Skin,Melanoma,Melanoma,MEL,Male,,Unknown,Primary,Colon,Cell Line,Adherent,
ACH-001705,VP267,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,48.0,Adult,Recurrent,breast,Cell Line,Adherent,
ACH-001707,WA-OSEL,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,CLLSLL,Male,,Unknown,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Adherent,
ACH-001709,WSU-NHL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,Female,48.0,Adult,Primary,pleural_effusion,Cell Line,Mixed,
ACH-001711,PFSK-1,CNS/Brain,Embryonal Tumor,Primitive Neuroectodermal Tumor,PNET,Male,1.0,Pediatric,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001712,Hs 860.T,Bone,Osteosarcoma,Osteosarcoma,OS,Male,22.0,Adult,Primary,bone,Cell Line,Adherent,
ACH-001715,CAL-72,Bone,Osteosarcoma,Osteosarcoma,OS,Male,10.0,Pediatric,Primary,bone,Cell Line,Adherent,
ACH-001735,SEMK2,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Female,5.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001736,HB11;19,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Unknown,,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001737,CCRF-HSB-2-DM,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,Male,,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001740,RH28,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS,Male,17.0,Pediatric,Metastatic,lymph_node,Cell Line,Adherent,
ACH-001745,RhJT,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS,Male,,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-001750,TTC442,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,ERMS,Male,10.0,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-001765,Rh4,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS,Female,7.0,Pediatric,Metastatic,liver,Cell Line,Adherent,
ACH-001791,LPS6,Soft Tissue,Liposarcoma,Liposarcoma,LIPO,Unknown,,Unknown,,soft_tissue,Cell Line,Adherent,
ACH-001793,LPS27,Soft Tissue,Liposarcoma,Liposarcoma,LIPO,Unknown,,Unknown,,soft_tissue,Cell Line,Adherent,
ACH-001799,LPS141,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,DDLS,Male,,Unknown,,soft_tissue,Cell Line,Adherent,
ACH-001802,LPS853,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,DDLS,Unknown,,Unknown,,soft_tissue,Cell Line,Adherent,
ACH-001804,LPS510,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,DDLS,Unknown,,Unknown,,soft_tissue,Cell Line,Suspension,
